mag,err
nan,nan
nan,nan
nan,nan
13.979786,0.068550393
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.157242,0.042512767
nan,nan
13.126602,0.040521216
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
11.063126,0.010360805
nan,nan
nan,nan
nan,nan
13.684185,0.055436496
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.331097,0.043015011
13.727089,0.0702191
nan,nan
nan,nan
14.689163,0.11134207
nan,nan
nan,nan
nan,nan
nan,nan
13.765709,0.052123968
15.157036,0.18483968
nan,nan
14.7416,0.10855267
nan,nan
12.908516,0.027380003
nan,nan
nan,nan
nan,nan
nan,nan
15.17807,0.25512823
nan,nan
nan,nan
nan,nan
13.850189,0.082572982
14.72551,0.13488238
12.79015,0.03417673
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.295738,0.021211881
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.617218,0.17448395
nan,nan
nan,nan
12.661007,0.044205774
15.025017,0.41238716
nan,nan
nan,nan
nan,nan
nan,nan
13.90266,0.09962517
nan,nan
14.872841,0.18864706
nan,nan
14.931389,0.21805412
nan,nan
nan,nan
nan,nan
